hand,synonyms,YOUR NAME,1,2,3,4,5,6,7,TARGET ADJECTIVE,ANSWERS
"['India', 'Penn_and_Teller', 'Aladdin', 'Mickey_Mouse', 'Nashville', 'Chains', 'Cats_and_Dogs']","['calm', 'not', 'tense']",,India,Penn_and_Teller,Aladdin,Mickey_Mouse,Nashville,Chains,Cats_and_Dogs,Relaxed,
"['Hairballs', 'Fort_Knox', ""Salt_'N_Pepa"", 'Butter', 'Apples_To_Apples', 'Tiger_Woods', 'A_Fool_and_His_Money']","['new', 'original', 'good']",,Hairballs,Fort_Knox,Salt_'N_Pepa,Butter,Apples_To_Apples,Tiger_Woods,A_Fool_and_His_Money,Fresh,
"['Supermarkets', 'Broadway', 'Aristotle', 'Hockey', 'Cup_and_Saucer', 'Orange_Juice', 'Chips_and_Dip']","['not', 'long', 'not', 'tall']",,Supermarkets,Broadway,Aristotle,Hockey,Cup_and_Saucer,Orange_Juice,Chips_and_Dip,Short,
"['Food_and_Shelter', 'Canoes', 'Mickey_Mouse', 'High_School', 'Wall_Street', 'Popcorn', 'Llamas']","['fascinating', 'hypnotizing', 'charming']",,Food_and_Shelter,Canoes,Mickey_Mouse,High_School,Wall_Street,Popcorn,Llamas,Mesmerizing,
"['Jesse_Jackson', 'Driving_A_Car', 'Cameras', ""M_and_M's"", 'A_Giant', 'Getting_Stitches', 'Shopping_Mall']","['bursting', 'blasting', 'dangerous']",,Jesse_Jackson,Driving_A_Car,Cameras,M_and_M's,A_Giant,Getting_Stitches,Shopping_Mall,Explosive,
"['Nobel_Peace_Prize', 'First_Man_On_The_Moon', 'Love_and_Marriage', 'Monsters', 'Drums', 'Loan_Sharks', 'Power_and_Glory']","['quick', 'rapid', 'fast']",,Nobel_Peace_Prize,First_Man_On_The_Moon,Love_and_Marriage,Monsters,Drums,Loan_Sharks,Power_and_Glory,Speedy,
"['Trailer_Parks', 'Mensa_High_IQ_Society', 'Panning_For_Gold', 'Coral_Reef', 'Mr._Potato_Head', 'Apples_and_Oranges', 'Doctors_and_Dentists']","['expert', 'talented']",,Trailer_Parks,Mensa_High_IQ_Society,Panning_For_Gold,Coral_Reef,Mr._Potato_Head,Apples_and_Oranges,Doctors_and_Dentists,Skillful,
"['Ginseng', 'Ducks', 'Lance_Armstrong', 'Fly_Fishing', 'Aroma_Therapy', 'Poodles', 'Redwood_Forests']","['hurtful', 'unhealthy', 'damaging']",,Ginseng,Ducks,Lance_Armstrong,Fly_Fishing,Aroma_Therapy,Poodles,Redwood_Forests,Harmful,
"['Normal_Rockwell', 'Mexico', 'Getting_Head_Lice', 'Lego_Building_Blocks', 'Paul_McCartney_and_Wings', 'Lassie', 'Frog_and_Toad']","['false', 'artificial', 'imitation']",,Normal_Rockwell,Mexico,Getting_Head_Lice,Lego_Building_Blocks,Paul_McCartney_and_Wings,Lassie,Frog_and_Toad,Phony,
"['Mike_Tyson', 'Rice', 'Bus_Drivers', 'Worms', 'Unicorns', 'Top_Of_A_Rollercoaster', 'Raccoons']","['smooth', 'level']",,Mike_Tyson,Rice,Bus_Drivers,Worms,Unicorns,Top_Of_A_Rollercoaster,Raccoons,Flat,
"['Tibet', 'A_Used_Car_Lot', 'Flying_Monkeys', 'NASA', 'East_Coast', 'Thunderstorms', 'Chicken_Pox']","['flavorful', 'savory', 'appetizing']",,Tibet,A_Used_Car_Lot,Flying_Monkeys,NASA,East_Coast,Thunderstorms,Chicken_Pox,Tasty,
"['Emily_Dickinson', 'My_Dad', 'Kilts', 'Tea_and_Crumpets', 'Face_Paint', 'Phone_and_Fax', 'Microsoft']","['unexpected', 'amazing']",,Emily_Dickinson,My_Dad,Kilts,Tea_and_Crumpets,Face_Paint,Phone_and_Fax,Microsoft,Surprising,
"['Being_and_Nothingness', 'Machine_Guns', 'Teletubbies', 'My_Best_Friend', 'Cherry_Pie', 'Pride_and_Prejudice', 'The_Dallas_Cowboys']","['little', 'not', 'large']",,Being_and_Nothingness,Machine_Guns,Teletubbies,My_Best_Friend,Cherry_Pie,Pride_and_Prejudice,The_Dallas_Cowboys,Small,
"['The_YMCA', 'Bonbons', 'Elizabeth_Taylor', 'Peaches_and_Cream', 'The_End_Of_The_World', 'Science_Tests', 'King_Arthur']","['subdued', 'gentle', 'trained']",,The_YMCA,Bonbons,Elizabeth_Taylor,Peaches_and_Cream,The_End_Of_The_World,Science_Tests,King_Arthur,Tame,
"['Hangnails', 'Umbrellas', 'R_and_B', 'Manhattan', ""Schindler's_List"", 'Baked_Beans', 'Corn_On_The_Cob']","['useful', 'helpful']",,Hangnails,Umbrellas,R_and_B,Manhattan,Schindler's_List,Baked_Beans,Corn_On_The_Cob,Practical,
"['Cheese_Sandwich', 'Cocaine', 'Chips_and_Salsa', 'My_Teacher', 'Having_A_Party', 'Monster_Trucks', 'Rogers_and_Hammerstein']","['vain', 'smug', 'self-centered']",,Cheese_Sandwich,Cocaine,Chips_and_Salsa,My_Teacher,Having_A_Party,Monster_Trucks,Rogers_and_Hammerstein,Conceited,
"['A_Desert', 'Big_Macs', 'Getting_A_Haircut', 'Cloned_Sheep', 'Microsoft', 'My_Job', 'Eating_Breakfast']","['even', 'level', 'flat']",,A_Desert,Big_Macs,Getting_A_Haircut,Cloned_Sheep,Microsoft,My_Job,Eating_Breakfast,Smooth,
"['Catherine_Zeta-Jones', 'The_CIA', 'Cats_and_Dogs', 'Beer_and_Pretzels', 'Rio_De_Janeiro', 'The_Three_Tenors', 'Water_Baloons']","['conscientious', 'ethical', 'scrupulous']",,Catherine_Zeta-Jones,The_CIA,Cats_and_Dogs,Beer_and_Pretzels,Rio_De_Janeiro,The_Three_Tenors,Water_Baloons,Principled,
"['Exterminators', 'Whoopie_Goldberg', 'Hamburgers', 'Cold_Pizza', 'Street_Mimes', 'Pineapples', 'Waterfalls']","['masculine', 'virile', 'strong']",,Exterminators,Whoopie_Goldberg,Hamburgers,Cold_Pizza,Street_Mimes,Pineapples,Waterfalls,Manly,
"['Turkey_and_Stuffing', 'Going_To_The_Dentist', 'Sean_Connery', 'Rollerblading', 'Raisins', 'Elevators', 'Tea_and_Crumpets']","['complicated', 'hard']",,Turkey_and_Stuffing,Going_To_The_Dentist,Sean_Connery,Rollerblading,Raisins,Elevators,Tea_and_Crumpets,Difficult,
"['Going_To_A_Movie', 'The_Super_Bowl', 'Lightning', 'Salads', 'The_Beatles', 'Lifeguard', 'The_Beach']","['perky', 'lively', 'spirited']",,Going_To_A_Movie,The_Super_Bowl,Lightning,Salads,The_Beatles,Lifeguard,The_Beach,Spunky,
"['Vincent_Van_Gogh', 'In_The_Doghouse', 'Discos', 'Alaska', 'Richard_Nixon', 'Starfish', 'Yin_and_Yang']","['excellent', 'refined', 'flawless']",,Vincent_Van_Gogh,In_The_Doghouse,Discos,Alaska,Richard_Nixon,Starfish,Yin_and_Yang,Exquisite,
"['Giving_A_Hug', 'Me_and_My_Shadow', 'A_Can_Of_Worms', 'A_Log_Cabin', 'Sesame_Street', 'Anna_Kournikova', 'Manhattan']","['guiltless', 'pure', 'naive']",,Giving_A_Hug,Me_and_My_Shadow,A_Can_Of_Worms,A_Log_Cabin,Sesame_Street,Anna_Kournikova,Manhattan,Innocent,
"['Atlantis', 'Falling_Down', 'Going_To_The_Gym', 'Singing', 'Frogs', 'The_Zoo', 'Chicken_Nuggets']","['faultless', 'consummate', 'exact']",,Atlantis,Falling_Down,Going_To_The_Gym,Singing,Frogs,The_Zoo,Chicken_Nuggets,Perfect,
"['Haiku', 'Black_Licorice', 'Attack_On_Pearl_Harbor', 'Robots', 'Spiders', 'The_U.S._Constitution', 'Skunks']","['shocking', 'scandalous', 'disgraceful']",,Haiku,Black_Licorice,Attack_On_Pearl_Harbor,Robots,Spiders,The_U.S._Constitution,Skunks,Outrageous,
"['The_1970s', 'Tibet', 'Chickens', 'Skinned_Knees', 'Sandra_Bullock', 'Hot_Tubs', 'Homework']","['evil', 'corrupt', 'depraved']",,The_1970s,Tibet,Chickens,Skinned_Knees,Sandra_Bullock,Hot_Tubs,Homework,Wicked,
"['Anna_and_The_King', 'French_Fries', 'Glass', 'Brooks_and_Dunn', 'Katherine_Hepburn', 'Confucius', 'Berlin_-_1945']","['dishonest', 'underhanded', 'shady']",,Anna_and_The_King,French_Fries,Glass,Brooks_and_Dunn,Katherine_Hepburn,Confucius,Berlin_-_1945,Corrupt,
"['Recess', 'Bumble_Bees', 'Collection_Shells', 'Mudslides', 'Colin_Powell', 'Mice', 'My_Town']","['fast', 'speedy']",,Recess,Bumble_Bees,Collection_Shells,Mudslides,Colin_Powell,Mice,My_Town,Quick,
"['Cattle_Ranch', 'Zombies', 'Buffalo', 'Doctors', 'Hiroshima_-_1945', 'Ice_Cream', 'Bigfoot']","['diligent', 'busy', 'hard-working']",,Cattle_Ranch,Zombies,Buffalo,Doctors,Hiroshima_-_1945,Ice_Cream,Bigfoot,Industrious,
"['Rocking_Chairs', 'Honey', 'Pez_Dispensers', 'Captain_Kirk', 'Michael_Jackson', 'Drinking_and_Driving', 'Friends_and_Family']","['fun', 'frisky', 'entertaining']",,Rocking_Chairs,Honey,Pez_Dispensers,Captain_Kirk,Michael_Jackson,Drinking_and_Driving,Friends_and_Family,Playful,
"['Paper_Route', 'Saturday_Cartoons', 'The_Symphony', 'Hangnails', 'Cockles_and_Mussels', 'Love_and_Marriage', 'Popcorn']","['frightening', 'awful']",,Paper_Route,Saturday_Cartoons,The_Symphony,Hangnails,Cockles_and_Mussels,Love_and_Marriage,Popcorn,Horrible,
"['Black_Lingerie', 'Boyfriends', 'Festering_Wounds', 'Cherries', 'Peace_and_Love', 'MTV', 'NASA']","['unethical', 'corrupt', 'unprincipled']",,Black_Lingerie,Boyfriends,Festering_Wounds,Cherries,Peace_and_Love,MTV,NASA,Unscrupulous,
"['Golf-Ball-Sized_Hail', 'Rosa_Parks', 'Slasher_Films', 'Slobodan_Milosevic', 'A_Hole_In_One', 'Throwing_Up', 'Flower_Gardens']","['useful', 'helpful']",,Golf-Ball-Sized_Hail,Rosa_Parks,Slasher_Films,Slobodan_Milosevic,A_Hole_In_One,Throwing_Up,Flower_Gardens,Practical,
"['Grease', 'The_New_York_Yankees', 'Skinned_Knees', 'Horse_and_Cart', 'The_French_Riviera', 'Track_and_Field', 'Sloppy_Joes']","['irritating', 'bothersome', 'teasing']",,Grease,The_New_York_Yankees,Skinned_Knees,Horse_and_Cart,The_French_Riviera,Track_and_Field,Sloppy_Joes,Annoying,
"['Learning_Spanish', 'Oil_and_Filter', 'Labor_Unions', 'Chips_and_Dip', 'Leeches', 'Celine_Dion', 'Whipped_Cream']","['fortunate', 'serendipitous', 'favored']",,Learning_Spanish,Oil_and_Filter,Labor_Unions,Chips_and_Dip,Leeches,Celine_Dion,Whipped_Cream,Lucky,
"['Dance_Class', 'The_Lunchroom', 'NASCAR', 'Tattoo_Parlors', 'Meat_Cleavers', 'Knitting_Needles', 'Hippopotamus']","['fascinating', 'exciting']",,Dance_Class,The_Lunchroom,NASCAR,Tattoo_Parlors,Meat_Cleavers,Knitting_Needles,Hippopotamus,Interesting,
"['E-Mail', 'Shopping', 'Pez_Dispensers', 'A_Bakery', ""Mom's_Cooking"", 'Halloween', 'Water_Baloons']","['unsophisticated', 'childlike', 'simple']",,E-Mail,Shopping,Pez_Dispensers,A_Bakery,Mom's_Cooking,Halloween,Water_Baloons,Naive,
"['The_Pentagon', 'Anthony_Hopkins', 'Working_Out', 'Frisbees', 'Good_and_Plenty', 'Rice', 'The_Princess_and_The_Pea']","['scared', 'worried']",,The_Pentagon,Anthony_Hopkins,Working_Out,Frisbees,Good_and_Plenty,Rice,The_Princess_and_The_Pea,Fearful,
"[""M_and_M's"", 'Brushing_Your_Teeth', 'Nashville', 'A_Crawl_Space', 'Poison_Ivy', 'Fidel_Castro', 'Girl_Scouts']","['sad', 'sorrowful']",,M_and_M's,Brushing_Your_Teeth,Nashville,A_Crawl_Space,Poison_Ivy,Fidel_Castro,Girl_Scouts,Unhappy,
"['Goose_and_The_Gander', 'Pencil_and_Paper', 'Reading_A_Book', 'Brothers_and_Sisters', 'Doing_The_Hokey-Pokey', 'The_Universe', 'Gardening']","['funny', 'hilarious', 'amusing']",,Goose_and_The_Gander,Pencil_and_Paper,Reading_A_Book,Brothers_and_Sisters,Doing_The_Hokey-Pokey,The_Universe,Gardening,Comical,
"['Water_Parks', 'Suit_and_Tie', 'Power_Tools', 'Fortune_Teller', 'Cream_and_Sugar', 'Grapefruit', 'Dump_Trucks']","['loud', 'not', 'quiet']",,Water_Parks,Suit_and_Tie,Power_Tools,Fortune_Teller,Cream_and_Sugar,Grapefruit,Dump_Trucks,Noisy,
"['Fortune_Teller', 'Bee_Stings', 'Women', 'A_Bad_Haircut', 'Going_To_The_Dentist', 'Martin_Luther_King,_Jr.', 'Broadway']","['trivial', 'silly', 'shallow']",,Fortune_Teller,Bee_Stings,Women,A_Bad_Haircut,Going_To_The_Dentist,"Martin_Luther_King,_Jr.",Broadway,Frivolous,
"['Water_Baloons', 'Black_Holes', 'Piranha', 'A_Spare_Tire', 'Reading_and_Writing', 'The_South', 'Ginger_and_Mary_Ann']","['stingy', 'greedy', 'miserly']",,Water_Baloons,Black_Holes,Piranha,A_Spare_Tire,Reading_and_Writing,The_South,Ginger_and_Mary_Ann,Selfish,
"['North_and_South_Dakota', 'Mardi_Gras', 'Frisbees', 'Gang_Members', 'Garrison_Keillor', 'The_Ice_Age', 'Hot_Wheels_Cars']","['stylish', 'dashing', 'current']",,North_and_South_Dakota,Mardi_Gras,Frisbees,Gang_Members,Garrison_Keillor,The_Ice_Age,Hot_Wheels_Cars,Fashionable,
"['My_Body', 'Outer_Space', 'Going_On_A_Safari', 'Fresh_Water_Pearls', 'A_Microwave_Oven', 'Shake_and_Bake', 'Spit_and_Polish']","['limitless', 'planetary', 'far', 'out']",,My_Body,Outer_Space,Going_On_A_Safari,Fresh_Water_Pearls,A_Microwave_Oven,Shake_and_Bake,Spit_and_Polish,Cosmic,
"['Bugs', 'Body_Piercing', 'Gossip', 'Tyra_Banks', 'Root_Beer', 'Lock_and_Key', 'Dance_Class']","['mean', 'inclement', 'offensive']",,Bugs,Body_Piercing,Gossip,Tyra_Banks,Root_Beer,Lock_and_Key,Dance_Class,Nasty,
"['The_Vietnam_Memorial', 'Pez_Dispensers', 'Chat_Rooms', 'Adolph_Hitler', 'The_Ocean', 'Pluto', 'Cowboys']","['exhilarating', 'inspiring', 'stimulating']",,The_Vietnam_Memorial,Pez_Dispensers,Chat_Rooms,Adolph_Hitler,The_Ocean,Pluto,Cowboys,Inspirational,
"['Sharp_Knives', 'Mirrors', 'Learning_Spanish', 'Ice_Skating', 'Gym_Teachers', 'Floods', 'Vacations']","['little', 'not', 'large']",,Sharp_Knives,Mirrors,Learning_Spanish,Ice_Skating,Gym_Teachers,Floods,Vacations,Small,
"['Crabs', 'Dirty_Dishes', 'Under_My_Bed', 'Go_Karts', 'Bora_Bora', 'Mice', 'Discos']","['little', 'very', 'small']",,Crabs,Dirty_Dishes,Under_My_Bed,Go_Karts,Bora_Bora,Mice,Discos,Tiny,
"['Underwear', 'Fear_and_Loathing', 'Comic_Books', 'Skin_and_Bones', 'Noisy_Neighbors', 'Fertilizer', 'Dog_Food']","['scary', 'weird', 'ghostly']",,Underwear,Fear_and_Loathing,Comic_Books,Skin_and_Bones,Noisy_Neighbors,Fertilizer,Dog_Food,Spooky,
"['Windsurfing', 'The_North_Pole', 'Truth_and_Justice', 'Mark_Twain', 'Will_and_Grace', 'Computer_Hackers', 'My_Father']","['tepid', 'mild', 'affectionate']",,Windsurfing,The_North_Pole,Truth_and_Justice,Mark_Twain,Will_and_Grace,Computer_Hackers,My_Father,Warm,
"['Jenna_and_Barbara', 'Stars', 'Dance_Class', 'Shave_and_A_Haircut', 'Soldiers', 'A_Used_Car_Lot', 'Captain_Kirk']","['bushy', 'stringy']",,Jenna_and_Barbara,Stars,Dance_Class,Shave_and_A_Haircut,Soldiers,A_Used_Car_Lot,Captain_Kirk,Shaggy,
"['Bugs_Bunny', 'The_FBI', 'A_Cheap_Motel', 'Yin_and_Yang', 'Atlantis', 'Grape_Jelly', 'The_South']","['imperfect', 'defective', 'unsound']",,Bugs_Bunny,The_FBI,A_Cheap_Motel,Yin_and_Yang,Atlantis,Grape_Jelly,The_South,Flawed,
"['Atomic_Bombs', 'Computers', 'Black_Velvet', 'Getting_A_Shot', 'Watching_Football', 'Redwood_Forests', 'Hamsters']","['unethical', 'corrupt', 'unprincipled']",,Atomic_Bombs,Computers,Black_Velvet,Getting_A_Shot,Watching_Football,Redwood_Forests,Hamsters,Unscrupulous,
"['Ballroom_Dancing', 'Steven_Spielberg', 'Cinco_de_Mayo', 'Grave_Robbers', 'Eating_Breakfast', 'Attack_On_Pearl_Harbor', 'Hollywood']","['dignified', 'extraordinary', 'acclaimed']",,Ballroom_Dancing,Steven_Spielberg,Cinco_de_Mayo,Grave_Robbers,Eating_Breakfast,Attack_On_Pearl_Harbor,Hollywood,Distinguished,
"['Whoopie_Goldberg', 'Pacific_Ocean', 'James_Bond', 'The_YMCA', 'Steven_Spielberg', 'Cavities', 'Jodie_Foster']","['caring', 'kind']",,Whoopie_Goldberg,Pacific_Ocean,James_Bond,The_YMCA,Steven_Spielberg,Cavities,Jodie_Foster,Loving,
"['Worms', 'The_National_Enquirer', 'Cut_and_Curl', ""Valentine's_Day"", 'Rollerblading', 'A_Cookbook', 'Blueberries']","['expensive', 'important']",,Worms,The_National_Enquirer,Cut_and_Curl,Valentine's_Day,Rollerblading,A_Cookbook,Blueberries,Valuable,
"['Piranha', 'The_Universe', 'Divorce', 'Green_Beans', 'Slip_and_Fall', 'Bubbles', 'My_16th_Birthday']","['perfect', 'flawless', 'model']",,Piranha,The_Universe,Divorce,Green_Beans,Slip_and_Fall,Bubbles,My_16th_Birthday,Ideal,
"['Ball_and_Chain', 'Arm_and_A_Leg', 'Puppets', 'Space_and_Time', 'Stop_Signs', 'Rugrats', 'My_School']","['icky', 'sickening']",,Ball_and_Chain,Arm_and_A_Leg,Puppets,Space_and_Time,Stop_Signs,Rugrats,My_School,Yucky,
"['Body_Piercing', 'Birds', 'China', 'Mold', 'Migraine_Headaches', 'Track_and_Field', 'Flying_Monkeys']","['unaware', 'oblivious', 'ignorant']",,Body_Piercing,Birds,China,Mold,Migraine_Headaches,Track_and_Field,Flying_Monkeys,Clueless,
"['Alaska', 'Trains', 'Apples_To_Apples', 'Sand', 'Vincent_Van_Gogh', 'Flannel_Shirts', 'My_Mind']","['fresh', 'modern']",,Alaska,Trains,Apples_To_Apples,Sand,Vincent_Van_Gogh,Flannel_Shirts,My_Mind,New,
"['Joan_Of_Arc', 'Bongos', 'Parties', 'Liberty_and_Justice', 'Men', 'Cherry_Pie', 'Rocking_Chairs']","['plump', 'thick']",,Joan_Of_Arc,Bongos,Parties,Liberty_and_Justice,Men,Cherry_Pie,Rocking_Chairs,Fat,
"['Hip_Hop', ""Women's_Soccer"", 'Pumping_Iron', 'Painting_A_Fence', 'Juggling', 'MTV', 'Lifeguard']","['skinny', 'narrow']",,Hip_Hop,Women's_Soccer,Pumping_Iron,Painting_A_Fence,Juggling,MTV,Lifeguard,Thin,
"['Barbara_Walters', 'Getting_Mail', 'Trains', 'Sunflower', 'Wine_Tasting', 'Time_Travel', 'Caves']","['not', 'pretty', 'unpleasant']",,Barbara_Walters,Getting_Mail,Trains,Sunflower,Wine_Tasting,Time_Travel,Caves,Ugly,
"['Cigarettes', 'Neil_Simon', 'Cesar_Chavez', 'Pounding_Nails', 'Duct_Tape', 'Coral_Reef', 'Mountains']","['vivid', 'brilliant', 'kaleidoscopic']",,Cigarettes,Neil_Simon,Cesar_Chavez,Pounding_Nails,Duct_Tape,Coral_Reef,Mountains,Colorful,
"['San_Francisco', 'Meatballs', 'Lox_and_Bagels', 'Thelma_and_Louise', 'Trampolines', 'Girlfriends', 'New_Orleans']","['plentiful', 'ample', 'numerous']",,San_Francisco,Meatballs,Lox_and_Bagels,Thelma_and_Louise,Trampolines,Girlfriends,New_Orleans,Abundant,
"['Milk_and_Cookies', 'Car_Crash', 'Leeches', 'Baby_Food', 'Aladdin', 'The_North_Pole', 'Body_Piercing']","['silent', 'not', 'smart']",,Milk_and_Cookies,Car_Crash,Leeches,Baby_Food,Aladdin,The_North_Pole,Body_Piercing,Dumb,
"['Mensa_High_IQ_Society', 'Listening_To_Music', 'Sleepovers', 'James_Bond', 'The_Great_Barrier_Reef', 'Computer_Hackers', 'Bird_Watching']","['simple', 'evident', 'ordinary']",,Mensa_High_IQ_Society,Listening_To_Music,Sleepovers,James_Bond,The_Great_Barrier_Reef,Computer_Hackers,Bird_Watching,Plain,
"['Woodpeckers', 'Junk_Mail', 'Deer_Hunting', 'The_Great_Barrier_Reef', 'Stars_and_Stripes', 'Amsterdam', 'Roosters']","['dull', 'tedious', 'monotonous']",,Woodpeckers,Junk_Mail,Deer_Hunting,The_Great_Barrier_Reef,Stars_and_Stripes,Amsterdam,Roosters,Boring,
"['The_Metric_System', 'Brooks_and_Dunn', 'Hollywood', 'Starry_Night', 'Cactus', 'Pyramids', 'Catsup_and_Mustard']","['malleable', 'pliable', 'mushy']",,The_Metric_System,Brooks_and_Dunn,Hollywood,Starry_Night,Cactus,Pyramids,Catsup_and_Mustard,Soft,
"['Having_An_Operation', 'Sailors', 'Sports_Channels', 'High_School', 'Martha_Stewart', 'Dinosaurs', 'Gummi_Bears']","['not', 'soft', 'difficult']",,Having_An_Operation,Sailors,Sports_Channels,High_School,Martha_Stewart,Dinosaurs,Gummi_Bears,Hard,
"['Milking_A_Cow', 'San_Francisco', 'Christmas', 'Gas_Stations', 'Getting_The_Flu', 'Hot_Lava', 'Hand_Grenades']","['not', 'bad', 'fine']",,Milking_A_Cow,San_Francisco,Christmas,Gas_Stations,Getting_The_Flu,Hot_Lava,Hand_Grenades,Good,
"['Steve_Martin', 'Ghosts_and_Goblins', 'White_Bread', 'Underwear', 'My_Family', 'Ireland', 'Whipped_Cream']","['funny', 'amusing', 'comical']",,Steve_Martin,Ghosts_and_Goblins,White_Bread,Underwear,My_Family,Ireland,Whipped_Cream,Humorous,
"['Rope_Burns', 'Samuel_L._Jackson', 'Redwood_Forests', 'Milk_Duds', 'Car_Crash', 'Shipwrecks', 'Kilts']","['captivating', 'enchanting', 'fascinating']",,Rope_Burns,Samuel_L._Jackson,Redwood_Forests,Milk_Duds,Car_Crash,Shipwrecks,Kilts,Charming,
"['Snakes', 'Buttons_and_Bows', 'A_Submarine', 'Baking_Cookies', 'Flipper', 'Cleaning_Your_Room', 'My_Mother']","['fearless', 'courageous']",,Snakes,Buttons_and_Bows,A_Submarine,Baking_Cookies,Flipper,Cleaning_Your_Room,My_Mother,Brave,
"['Junk_Mail', 'My_Mom', 'Legs', 'Shrimp', 'Barbie_Dolls', 'Race_Car_Drivers', 'My_Boss']","['preferred', 'desired']",,Junk_Mail,My_Mom,Legs,Shrimp,Barbie_Dolls,Race_Car_Drivers,My_Boss,Favorite,
"['Grass_Skirts', 'Pail_and_Shovel', 'Space_and_Time', 'Wrestling', 'Trains', 'Superman', 'A_Bad_Haircut']","['methodical', 'formal', 'systematic']",,Grass_Skirts,Pail_and_Shovel,Space_and_Time,Wrestling,Trains,Superman,A_Bad_Haircut,Orderly,
"['Tomato_Soup', 'Buffalo', 'Russia', 'Waterbeds', 'Hot_Wheels_Cars', 'Hang_Gliding', 'High_School_Reunions']","['aged', 'elderly', 'antiquated']",,Tomato_Soup,Buffalo,Russia,Waterbeds,Hot_Wheels_Cars,Hang_Gliding,High_School_Reunions,Old,
"['Tacos', 'Turkeys', 'Cattle_Ranch', 'The_Moon', 'Burned_Toast', 'Teachers', 'Boy_Scouts']","['lifeless', 'apathetic', 'weary']",,Tacos,Turkeys,Cattle_Ranch,The_Moon,Burned_Toast,Teachers,Boy_Scouts,Lazy,
"['Last_Night', 'Hit_and_Run', 'Challenger_Explosion', 'South_Africa', 'Beer', 'Fortune_Teller', 'Cupcakes']","['scientific', 'futuristic', 'mechanical']",,Last_Night,Hit_and_Run,Challenger_Explosion,South_Africa,Beer,Fortune_Teller,Cupcakes,Technological,
"['Slice_and_Dice', 'The_Metric_System', 'Peace_and_Love', 'Snow', 'Hair_Transplants', 'Stunt_People', 'The_Vatican']","['expensive', 'important']",,Slice_and_Dice,The_Metric_System,Peace_and_Love,Snow,Hair_Transplants,Stunt_People,The_Vatican,Valuable,
"['Social_Security', 'Grace_Kelly', 'Frozen_Peas', 'Cell_Phones', 'Old_Age', 'Tents', 'Assault_and_Battery']","['blazing', 'heated', 'spicy']",,Social_Security,Grace_Kelly,Frozen_Peas,Cell_Phones,Old_Age,Tents,Assault_and_Battery,Hot,
"['The_Circus', 'A_Movie_Theater', 'Sport_Utility_Vehicles', 'Phone_and_Fax', 'Pigs', 'Canadians', 'Clouds']","['slick', 'sliding']",,The_Circus,A_Movie_Theater,Sport_Utility_Vehicles,Phone_and_Fax,Pigs,Canadians,Clouds,Slippery,
"['Boardwalk_and_Park_Place', '*NSYNC', 'Lawyers', 'Leonardo_Da_Vinci', 'Computers', 'Dragons', 'Science_Fiction']","['expensive', 'valuable']",,Boardwalk_and_Park_Place,*NSYNC,Lawyers,Leonardo_Da_Vinci,Computers,Dragons,Science_Fiction,Costly,
"['Intellectuals', 'Pearl_Earrings', 'Coughing_and_Sneezing', 'Jack_Nicholson', 'Vanilla_Pudding', 'Geishas', 'Smith_and_Wesson']","['pretty', 'lovely']",,Intellectuals,Pearl_Earrings,Coughing_and_Sneezing,Jack_Nicholson,Vanilla_Pudding,Geishas,Smith_and_Wesson,Beautiful,
"['The_Ozone_Layer', 'Sparklers', 'Jupiter', 'Bongos', 'Paul_McCartney_and_Wings', 'Eleanor_Roosevelt', 'A_Locker_Room']","['snobbish', 'arrogant', 'smug']",,The_Ozone_Layer,Sparklers,Jupiter,Bongos,Paul_McCartney_and_Wings,Eleanor_Roosevelt,A_Locker_Room,Elitist,
"['Tyrannosaurus_Rex', 'Knife_and_Fork', 'Hospital_Gowns', 'Drew_Barrymore', 'Gummi_Bears', 'Heart_and_Soul', 'Parachutes']","['exciting', 'sensational', 'theatrical']",,Tyrannosaurus_Rex,Knife_and_Fork,Hospital_Gowns,Drew_Barrymore,Gummi_Bears,Heart_and_Soul,Parachutes,Dramatic,
"['Chewing_Your_Fingernails', 'Amsterdam', 'Snowballs', 'Rap_Music', 'The_Three_Stooges', 'The_Beach', 'Pounding_Nails']","['elderly', 'old', 'antique']",,Chewing_Your_Fingernails,Amsterdam,Snowballs,Rap_Music,The_Three_Stooges,The_Beach,Pounding_Nails,Ancient,
"['The_Marx_Brothers', 'Shopping_Mall', 'In_The_Doghouse', 'Teletubbies', 'Flannel_Shirts', 'Dungeons_and_Dragons', 'Swordfighting']","['unethical', 'corrupt', 'unprincipled']",,The_Marx_Brothers,Shopping_Mall,In_The_Doghouse,Teletubbies,Flannel_Shirts,Dungeons_and_Dragons,Swordfighting,Unscrupulous,
"['Beets', 'The_Baby-Sitters_Club', 'A_Hole_In_One', 'Cockles_and_Mussels', 'United_States', 'Rain_Forests', 'Frozen_Peas']","['strong', 'firm', 'difficult']",,Beets,The_Baby-Sitters_Club,A_Hole_In_One,Cockles_and_Mussels,United_States,Rain_Forests,Frozen_Peas,Tough,
"['Pro_Wrestling', 'Europe', 'A_Crawl_Space', 'Face_Paint', 'Shoplifting', 'A_Bad_Haircut', 'Beanbag_Chairs']","['swollen', 'billowy', 'bloated']",,Pro_Wrestling,Europe,A_Crawl_Space,Face_Paint,Shoplifting,A_Bad_Haircut,Beanbag_Chairs,Puffy,
