7,6,5,synonyms,target,4,hand,3,1,2
The_FBI,Mountain_Bikes,Skateboarding,"['conscientious', 'ethical', 'scrupulous']",Principled,Ancient_Rome,"['Sport_Utility_Vehicles', 'Chicken_Pox', 'Sunday_Drivers', 'Ancient_Rome', 'Skateboarding', 'Mountain_Bikes', 'The_FBI']",Sunday_Drivers,Sport_Utility_Vehicles,Chicken_Pox
Maui,Planting_Flowers,Lobsters,"['flashy', 'showy', 'gaudy']",Glitzy,Yellowstone_Park,"['A_Can_Of_Worms', 'A_King', 'New_Shoes', 'Yellowstone_Park', 'Lobsters', 'Planting_Flowers', 'Maui']",New_Shoes,A_Can_Of_Worms,A_King
Finger_Painting,A_School_Cafeteria,Fred_and_Ginger,"['large', 'huge']",Big,Pine_Trees,"['Cut_and_Curl', 'Nuts_and_Bolts', 'Water_Guns', 'Pine_Trees', 'Fred_and_Ginger', 'A_School_Cafeteria', 'Finger_Painting']",Water_Guns,Cut_and_Curl,Nuts_and_Bolts
Motorcycles,Dance_Class,Skinned_Knees,"['worthy', 'delicate', 'all', 'right']",Fine,Detroit,"['Beef_Stew', 'San_Francisco', 'Sleepovers', 'Detroit', 'Skinned_Knees', 'Dance_Class', 'Motorcycles']",Sleepovers,Beef_Stew,San_Francisco
A_Hole_In_One,Sports_Channels,Rabbits,"['foolish', 'eccentric', 'crispy']",Flaky,Gila_Monsters,"['The_Princess_and_The_Pea', 'Family_Values', 'Birthday_Cake', 'Gila_Monsters', 'Rabbits', 'Sports_Channels', 'A_Hole_In_One']",Birthday_Cake,The_Princess_and_The_Pea,Family_Values
Going_To_Church,Rappers,Car_Bombs,"['very', 'good', 'outstanding']",Excellent,Folk_Music,"['My_Dreams', 'Baby_Food', 'Goose_and_The_Gander', 'Folk_Music', 'Car_Bombs', 'Rappers', 'Going_To_Church']",Goose_and_The_Gander,My_Dreams,Baby_Food
BB_Guns,Umbrella_Drinks,Pi¤atas,"['not', 'short', 'stretched']",Long,Julia_Roberts,"['Olive_Oil', 'The_Ozone_Layer', 'Octopus', 'Julia_Roberts', 'Pi¤atas', 'Umbrella_Drinks', 'BB_Guns']",Octopus,Olive_Oil,The_Ozone_Layer
Swiss_Bank_Accounts,Worms,Pickles,"['significant', 'substantial', 'momentous']",Important,The_FBI,"['Pine_Trees', 'Cactus', 'Garrison_Keillor', 'The_FBI', 'Pickles', 'Worms', 'Swiss_Bank_Accounts']",Garrison_Keillor,Pine_Trees,Cactus
Ghosts_and_Goblins,Friends_and_Family,Billboards,"['egotistical', 'overconfident', 'conceited']",Arrogant,Cockroaches,"['Drums', 'Pillows', 'Rain_Forests', 'Cockroaches', 'Billboards', 'Friends_and_Family', 'Ghosts_and_Goblins']",Rain_Forests,Drums,Pillows
The_Moon,Bora_Bora,Warts,"['not', 'light', 'bulky']",Heavy,Mirrors,"['Raves', 'Wood_Chippers', 'Sleep', 'Mirrors', 'Warts', 'Bora_Bora', 'The_Moon']",Sleep,Raves,Wood_Chippers
Waterfalls,Top_Of_A_Rollercoaster,South_Africa,"['disgusting', 'offensive', 'foul']",Repulsive,The_U.S._Constitution,"['Surfing', 'Garrison_Keillor', 'Hollywood_and_Vine', 'The_U.S._Constitution', 'South_Africa', 'Top_Of_A_Rollercoaster', 'Waterfalls']",Hollywood_and_Vine,Surfing,Garrison_Keillor
Bird_Watching,Rusty_Nails,NASA,"['gummy', 'pasty']",Sticky,Muddy_Feet,"['Cinco_de_Mayo', 'Soy_Sauce', 'Leonardo_Da_Vinci', 'Muddy_Feet', 'NASA', 'Rusty_Nails', 'Bird_Watching']",Leonardo_Da_Vinci,Cinco_de_Mayo,Soy_Sauce
Heart_and_Soul,A_Morgue,Meat_and_Potatoes,"['pure', 'simple', 'unadorned']",Natural,Brushing_Your_Teeth,"['Swiss_Chocolate', 'Cats_and_Dogs', 'Flying_Monkeys', 'Brushing_Your_Teeth', 'Meat_and_Potatoes', 'A_Morgue', 'Heart_and_Soul']",Flying_Monkeys,Swiss_Chocolate,Cats_and_Dogs
In_The_Basement,"Paris,_France",Ships,"['irritable', 'nervous', 'tense']",Edgy,Going_To_School,"['Water_Guns', 'Oranges', 'Telemarketers', 'Going_To_School', 'Ships', 'Paris,_France', 'In_The_Basement']",Telemarketers,Water_Guns,Oranges
Danielle_Steel,Mike_Tyson,Fairies,"['frightening', 'slithering', 'scary']",Creepy,Mustard,"['Caves', 'Baby_Showers', 'The_Wright_Brothers', 'Mustard', 'Fairies', 'Mike_Tyson', 'Danielle_Steel']",The_Wright_Brothers,Caves,Baby_Showers
Roller_Coaster,Tightrope_Walking,Drunk_Drivers,"['sensational', 'fabulous', 'severe']",Terrific,Buzz_Lightyear,"['My_Past', 'Infomercials', 'Astronauts', 'Buzz_Lightyear', 'Drunk_Drivers', 'Tightrope_Walking', 'Roller_Coaster']",Astronauts,My_Past,Infomercials
The_U.S._Constitution,Bigfoot,Macaroni_and_Cheese,"['worthy', 'honorable', 'decent']",Respectable,Monsters,"['Science_Fair_Projects', 'Liberty_and_Justice', 'Mickey_and_Minnie', 'Monsters', 'Macaroni_and_Cheese', 'Bigfoot', 'The_U.S._Constitution']",Mickey_and_Minnie,Science_Fair_Projects,Liberty_and_Justice
Pennies,Dr._Laura,Trailer_Parks,"['sour', 'tart']",Bitter,Giving_A_Hug,"['Day_Care_Centers', 'Root_Beer_Floats', 'Barbie_and_Ken', 'Giving_A_Hug', 'Trailer_Parks', 'Dr._Laura', 'Pennies']",Barbie_and_Ken,Day_Care_Centers,Root_Beer_Floats
Girlfriends,Knock-Knock_Jokes,Foot_and_Mouth,"['glad', 'jolly']",Happy,Monkeys,"['Noisy_Neighbors', 'Oral_Surgery', 'Lemon_Meringue_Pie', 'Monkeys', 'Foot_and_Mouth', 'Knock-Knock_Jokes', 'Girlfriends']",Lemon_Meringue_Pie,Noisy_Neighbors,Oral_Surgery
Hangnails,Billy_Crystal,A_Dozen_Red_Roses,"['very', 'good', 'outstanding']",Excellent,Hammer_and_Sickle,"['Crime_and_Punishment', 'Nail_Polish', 'A_Parade', 'Hammer_and_Sickle', 'A_Dozen_Red_Roses', 'Billy_Crystal', 'Hangnails']",A_Parade,Crime_and_Punishment,Nail_Polish
Humphrey_Bogart,Goldfish,Gymnastics,"['not', 'old', 'new']",Young,Carrot_and_A_Stick,"['Pride_and_Prejudice', 'Superman', 'Salt_and_Pepper', 'Carrot_and_A_Stick', 'Gymnastics', 'Goldfish', 'Humphrey_Bogart']",Salt_and_Pepper,Pride_and_Prejudice,Superman
Tidal_Waves,Beer_and_Pretzels,Red_Raspberries,"['abnormal', 'artificial', 'bizarre']",Unnatural,Gold_and_Silver,"['My_Bedroom', 'Wheat', 'The_Judge', 'Gold_and_Silver', 'Red_Raspberries', 'Beer_and_Pretzels', 'Tidal_Waves']",The_Judge,My_Bedroom,Wheat
Bart_Simpson,Starry_Night,Shrimp,"['useful', 'helpful']",Practical,Birthday_Cake,"['The_1970s', 'Crying', 'Peaches', 'Birthday_Cake', 'Shrimp', 'Starry_Night', 'Bart_Simpson']",Peaches,The_1970s,Crying
Bumper_Stickers,Juggling,Convenience_Stores,"['spiritual', 'secretive', 'esoteric']",Mystical,Blood_and_Tears,"['Jell-O', 'Grass_Skirts', 'Turkeys', 'Blood_and_Tears', 'Convenience_Stores', 'Juggling', 'Bumper_Stickers']",Turkeys,Jell-O,Grass_Skirts
Batman,Divorce,Sean_Connery,"['ridiculous', 'senseless', 'foolish']",Absurd,China,"['Discovering_America', 'Nuclear_Power_Plants', 'Turtles', 'China', 'Sean_Connery', 'Divorce', 'Batman']",Turtles,Discovering_America,Nuclear_Power_Plants
The_1920s,Stop_Signs,Surf_and_Turf,"['scary', 'weird', 'ghostly']",Spooky,Boats,"['Shake_and_Bake', ""Gilligan's_Island"", 'Cowboys_and_Indians', 'Boats', 'Surf_and_Turf', 'Stop_Signs', 'The_1920s']",Cowboys_and_Indians,Shake_and_Bake,Gilligan's_Island
Sunshine,Casablanca,Sleep,"['world-wide', 'spherical', 'universal']",Global,Bungee_Jumping,"['The_Dallas_Cowboys', 'Romeo_And_Juliet', 'Beach_Parties', 'Bungee_Jumping', 'Sleep', 'Casablanca', 'Sunshine']",Beach_Parties,The_Dallas_Cowboys,Romeo_And_Juliet
Butter,Women,Supermarkets,"['sweltering', 'humid', 'sensual']",Sultry,Cloned_Sheep,"['Hamburgers', 'The_Mounties', 'Yo-Yos', 'Cloned_Sheep', 'Supermarkets', 'Women', 'Butter']",Yo-Yos,Hamburgers,The_Mounties
Tree_Huggers,The_Ice_Age,Ears,"['clean', 'pure']",Spotless,Saturn,"['Beauty_and_The_Beast', 'Monster_Trucks', 'Jerry_Springer', 'Saturn', 'Ears', 'The_Ice_Age', 'Tree_Huggers']",Jerry_Springer,Beauty_and_The_Beast,Monster_Trucks
Waxing_The_Floor,Bagels_And_Lox,Turtles,"['thrilling', 'breathtaking', 'arousing']",Exciting,Sandra_Bullock,"['Bumper_Cars', 'Ginseng', 'Televangelists', 'Sandra_Bullock', 'Turtles', 'Bagels_And_Lox', 'Waxing_The_Floor']",Televangelists,Bumper_Cars,Ginseng
Zebras,Weapons_Dealers,Pez_Dispensers,"['page', 'e-mail', 'either']",Apples_To_Apples,Black_Cats,"['Fishing', 'School_Lunch', 'A_Forest', 'Black_Cats', 'Pez_Dispensers', 'Weapons_Dealers', 'Zebras']",A_Forest,Fishing,School_Lunch
Howard_Stern,Garth_Brooks,Mary-Kate_And_Ashley,"['dainty', 'tender', 'elegant']",Delicate,Doing_The_Hokey-Pokey,"['Waxing_The_Floor', 'Festering_Wounds', 'Tomatoes', 'Doing_The_Hokey-Pokey', 'Mary-Kate_And_Ashley', 'Garth_Brooks', 'Howard_Stern']",Tomatoes,Waxing_The_Floor,Festering_Wounds
South_Park,Mom_and_Apple_Pie,Ferdinand_and_Isabella,"['insensitive', 'cruel', 'uncaring']",Heartless,Dating,"['Dumbo', 'Washer_and_Dryer', 'Bungee_Jumping', 'Dating', 'Ferdinand_and_Isabella', 'Mom_and_Apple_Pie', 'South_Park']",Bungee_Jumping,Dumbo,Washer_and_Dryer
Apple_Juice,Rope_Burns,Science_Fiction,"['cheerful', 'joyous', 'merry']",Jolly,Spiders,"['Communists', 'Beer_Bellies', 'Turtles', 'Spiders', 'Science_Fiction', 'Rope_Burns', 'Apple_Juice']",Turtles,Communists,Beer_Bellies
Reading_and_Writing,Paying_Taxes,Bankruptcy,"['impaired', 'damaged', 'maladjusted']",Dysfunctional,Chicken_Nuggets,"['Peace_and_Love', 'Jackie_Chan', 'Woolly_Mammoth', 'Chicken_Nuggets', 'Bankruptcy', 'Paying_Taxes', 'Reading_and_Writing']",Woolly_Mammoth,Peace_and_Love,Jackie_Chan
Anna_Kournikova,Reading_A_Good_Book,Lock_and_Key,"['serene', 'restful', 'calm']",Peaceful,Airline_Food,"['Kisses', 'Assembly_Lines', 'Bread_and_Water', 'Airline_Food', 'Lock_and_Key', 'Reading_A_Good_Book', 'Anna_Kournikova']",Bread_and_Water,Kisses,Assembly_Lines
Bottled_Water,Cattle_Ranch,Body_Odor,"['methodical', 'formal', 'systematic']",Orderly,Pirates,"['Climbing_A_Ladder', 'Whales', 'Frog_and_Toad', 'Pirates', 'Body_Odor', 'Cattle_Ranch', 'Bottled_Water']",Frog_and_Toad,Climbing_A_Ladder,Whales
Supermodels,Bongos,A_Full_Moon,"['bright', 'smart', 'brainy']",Intelligent,Brothers_and_Sisters,"['Bert_and_Ernie', 'My_Father', 'Hollywood', 'Brothers_and_Sisters', 'A_Full_Moon', 'Bongos', 'Supermodels']",Hollywood,Bert_and_Ernie,My_Father
Writing_A_Letter,Mad_Cow_Disease,The_Beach,"['enchanting', 'miraculous', 'marvelous']",Magical,Whales,"['Pounding_Nails', 'Steven_Spielberg', 'Drew_Carey', 'Whales', 'The_Beach', 'Mad_Cow_Disease', 'Writing_A_Letter']",Drew_Carey,Pounding_Nails,Steven_Spielberg
Popcorn,Cows,Dog_Food,"['sneaky', 'shifty', 'tricky']",Devious,Peppers,"['Morticians', 'Cell_Phones', 'Fortune_Cookies', 'Peppers', 'Dog_Food', 'Cows', 'Popcorn']",Fortune_Cookies,Morticians,Cell_Phones
Rappers,Maui,The_Mississippi_River,"['comfortable', 'snug', 'warm']",Cozy,The_21st_Century,"['Face_Paint', 'Hootie_and_The_Blowfish', 'Dirty_Diapers', 'The_21st_Century', 'The_Mississippi_River', 'Maui', 'Rappers']",Dirty_Diapers,Face_Paint,Hootie_and_The_Blowfish
Going_To_Grandma's,Beauty_And_The_Beast,Cloned_Sheep,"['overpowering', 'overwhelming', 'compelling']",Irresistible,Stonehenge,"['The_Baby-Sitters_Club', 'Coconuts', 'The_Great_Wall_Of_China', 'Stonehenge', 'Cloned_Sheep', 'Beauty_And_The_Beast', ""Going_To_Grandma's""]",The_Great_Wall_Of_China,The_Baby-Sitters_Club,Coconuts
A_Bakery,Pyramids,A_Morgue,"['glad', 'jolly']",Happy,The_Circus,"['Girlfriends', 'Leeches', 'Marriage', 'The_Circus', 'A_Morgue', 'Pyramids', 'A_Bakery']",Marriage,Girlfriends,Leeches
A_School_Cafeteria,Planting_Flowers,Mickey_and_Minnie,"['intelligent', 'stylish', 'witty']",Smart,Rice_and_Beans,"['Eating_Breakfast', 'Reggae_Music', 'Stocks_and_Bonds', 'Rice_and_Beans', 'Mickey_and_Minnie', 'Planting_Flowers', 'A_School_Cafeteria']",Stocks_and_Bonds,Eating_Breakfast,Reggae_Music
Oprah_Winfrey,My_Personality,Elevators,"['expensive', 'valuable']",Costly,Lucille_Ball,"['Ramona', 'India', 'Madeline', 'Lucille_Ball', 'Elevators', 'My_Personality', 'Oprah_Winfrey']",Madeline,Ramona,India
Tomato_Soup,Nail_Polish,The_Electric_Chair,"['showy', 'ornate', 'decorated']",Fancy,Stars,"['Sesame_Street', 'A_Crown', 'My_Home', 'Stars', 'The_Electric_Chair', 'Nail_Polish', 'Tomato_Soup']",My_Home,Sesame_Street,A_Crown
Bananas,Running_A_Marathon,Nobel_Peace_Prize,"['amazing', 'remarkable', 'majestic']",Awesome,Trekkies,"['Goldie_Hawn', 'Waxing_The_Floor', 'Steven_Spielberg', 'Trekkies', 'Nobel_Peace_Prize', 'Running_A_Marathon', 'Bananas']",Steven_Spielberg,Goldie_Hawn,Waxing_The_Floor
Anthrax,Thelma_and_Louise,Chat_Rooms,"['very', 'good', 'outstanding']",Excellent,Women,"['My_Mother', 'Bert_and_Ernie', 'Earthquakes', 'Women', 'Chat_Rooms', 'Thelma_and_Louise', 'Anthrax']",Earthquakes,My_Mother,Bert_and_Ernie
Demi_Moore,Casablanca,Big_Macs,"['fast', 'speedy']",Quick,My_Dad,"['Salvador_Dali', 'Chicken_Nuggets', 'Screaming', 'My_Dad', 'Big_Macs', 'Casablanca', 'Demi_Moore']",Screaming,Salvador_Dali,Chicken_Nuggets
Peacocks,Elmo,Ninjas,"['goofy', 'absurd', 'nonsensical']",Silly,Backstreet_Boys,"['Clint_Eastwood', 'Will_Smith', 'The_Common_Loon', 'Backstreet_Boys', 'Ninjas', 'Elmo', 'Peacocks']",The_Common_Loon,Clint_Eastwood,Will_Smith
Calvin_and_Hobbs,Backyards,Demi_Moore,"['alien', 'unfamiliar', 'exotic']",Foreign,Money,"['Baseball_Fields', 'Face_Paint', 'Tooth_Fairy', 'Money', 'Demi_Moore', 'Backyards', 'Calvin_and_Hobbs']",Tooth_Fairy,Baseball_Fields,Face_Paint
Rosa_Parks,Canadians,Track_and_Field,"['timeless', 'immortal', 'perpetual']",Eternal,Lox_and_Bagels,"['Wrestling', 'A_Cabin_In_The_Woods', 'Salads', 'Lox_and_Bagels', 'Track_and_Field', 'Canadians', 'Rosa_Parks']",Salads,Wrestling,A_Cabin_In_The_Woods
A_Few_Good_Men,Paper_Route,Water_Skiing,"['cheerful', 'joyous', 'merry']",Jolly,Hootie_and_The_Blowfish,"['Catsup', 'The_Old_Man_And_The_Sea', 'Kickball', 'Hootie_and_The_Blowfish', 'Water_Skiing', 'Paper_Route', 'A_Few_Good_Men']",Kickball,Catsup,The_Old_Man_And_The_Sea
A_Funeral,Confucius,Steven_Spielberg,"['dirty', 'shabby', 'seedy']",Grungy,Skiing,"['Dolly_Parton', 'Fred_Flintstone', 'Celine_Dion', 'Skiing', 'Steven_Spielberg', 'Confucius', 'A_Funeral']",Celine_Dion,Dolly_Parton,Fred_Flintstone
Snips_and_Snails,Beach_Balls,Flowers_and_Candy,"['wicked', 'corrupt', 'depraved']",Evil,Bodybuilders,"['Demi_Moore', 'Sin_and_Redemption', 'My_Neighborhood', 'Bodybuilders', 'Flowers_and_Candy', 'Beach_Balls', 'Snips_and_Snails']",My_Neighborhood,Demi_Moore,Sin_and_Redemption
The_Zoo,Hospital_Gowns,The_Milky_Way,"['pretty', 'perky', 'delightful']",Cute,Fire,"['Green_Beans', 'Sticks_and_Stones', 'Apple_Juice', 'Fire', 'The_Milky_Way', 'Hospital_Gowns', 'The_Zoo']",Apple_Juice,Green_Beans,Sticks_and_Stones
Vanilla_Pudding,My_Boss,Skeletons,"['stately', 'honorable', 'distinguished']",Dignified,Timbuktu,"['Picnics', 'Telling_Scary_Stories', 'The_Ice_Age', 'Timbuktu', 'Skeletons', 'My_Boss', 'Vanilla_Pudding']",The_Ice_Age,Picnics,Telling_Scary_Stories
Rolling_The_Car,Lollipops,Grassy_Hill,"['irritable', 'nervous', 'tense']",Edgy,Me_and_My_Shadow,"['Forest_Fires', 'Winnie_The_Pooh', 'The_Mafia', 'Me_and_My_Shadow', 'Grassy_Hill', 'Lollipops', 'Rolling_The_Car']",The_Mafia,Forest_Fires,Winnie_The_Pooh
High_Heels,Sport_Utility_Vehicles,Matzo_Balls,"['expensive', 'valuable']",Costly,North_Pole,"['Meat_Cleavers', 'Lemons', 'Gorillas', 'North_Pole', 'Matzo_Balls', 'Sport_Utility_Vehicles', 'High_Heels']",Gorillas,Meat_Cleavers,Lemons
Meg_Ryan,"Paris,_France",The_Mafia,"['gifted', 'clever', 'skillful']",Talented,Toenails,"['Kindergarten', 'Hippopotamus', 'Popcorn', 'Toenails', 'The_Mafia', 'Paris,_France', 'Meg_Ryan']",Popcorn,Kindergarten,Hippopotamus
Flowers_and_Candy,Carrot_and_A_Stick,A_Swimming_Pool,"['shy', 'mild', 'timid']",Meek,The_Eiffel_Tower,"['Lions', 'Tarzan_and_Jane', 'Anthrax', 'The_Eiffel_Tower', 'A_Swimming_Pool', 'Carrot_and_A_Stick', 'Flowers_and_Candy']",Anthrax,Lions,Tarzan_and_Jane
Corn_Fields,Money,Hamsters,"['tidy', 'orderly', 'cool']",Neat,Reggae_Music,"['Bears', 'Electricity', 'Homer_Simpson', 'Reggae_Music', 'Hamsters', 'Money', 'Corn_Fields']",Homer_Simpson,Bears,Electricity
Oatmeal,My_Mind,Celine_Dion,"['not', 'bad', 'fine']",Good,Monster_Trucks,"['Octopus', 'Bodybuilders', 'Haunted_House', 'Monster_Trucks', 'Celine_Dion', 'My_Mind', 'Oatmeal']",Haunted_House,Octopus,Bodybuilders
My_School,Learning_To_Ski,Daytime_TV,"['exhausted', 'frayed', 'worn']",Frazzled,NYPD,"['Boyfriends', 'San_Francisco', 'Hammer_and_Nails', 'NYPD', 'Daytime_TV', 'Learning_To_Ski', 'My_School']",Hammer_and_Nails,Boyfriends,San_Francisco
Whipped_Cream,Firefighters,Colin_Powell,"['old', 'aged']",Elderly,Feminists,"['Christmas', 'A_Spare_Tire', 'Swordfighting', 'Feminists', 'Colin_Powell', 'Firefighters', 'Whipped_Cream']",Swordfighting,Christmas,A_Spare_Tire
Country_Music,"Waco,_Texas",Olive_Oil,"['adorable', 'endearing', 'cuddly']",Lovable,Toes,"['A_Car_Crash', 'Gravy', 'Weddings', 'Toes', 'Olive_Oil', 'Waco,_Texas', 'Country_Music']",Weddings,A_Car_Crash,Gravy
Gila_Monsters,Rain_Forests,Yellowstone_Park,"['gummy', 'rubbery', 'stringy']",Chewy,Bacon,"['Richard_Simmons', 'Lightning', 'Wine_Tasting', 'Bacon', 'Yellowstone_Park', 'Rain_Forests', 'Gila_Monsters']",Wine_Tasting,Richard_Simmons,Lightning
Chorus_Girls,Smith_and_Wesson,Going_To_Grandma's,"['thin', 'lean']",Skinny,Discovering_America,"['My_Mind', 'Science_Fair_Projects', 'Roosters', 'Discovering_America', ""Going_To_Grandma's"", 'Smith_and_Wesson', 'Chorus_Girls']",Roosters,My_Mind,Science_Fair_Projects
Cavities,Billy_Crystal,Bunk_Beds,"['pigeonholed', 'caricatured', 'characterized']",Stereotyped,Catsup_and_Mustard,"['Clint_Eastwood', 'Bananas', 'Australian_Outback', 'Catsup_and_Mustard', 'Bunk_Beds', 'Billy_Crystal', 'Cavities']",Australian_Outback,Clint_Eastwood,Bananas
My_Refrigerator,The_21st_Century,Ears,"['not', 'pretty', 'unpleasant']",Ugly,Cheerleaders,"['James_Bond', 'Carpenters', 'Celine_Dion', 'Cheerleaders', 'Ears', 'The_21st_Century', 'My_Refrigerator']",Celine_Dion,James_Bond,Carpenters
The_IRS,Jim_Carrey,Sleepovers,"['tricky', 'mean']",Sneaky,Coughing_and_Sneezing,"['Hammer_and_Sickle', 'Screaming', 'Gall_Bladder', 'Coughing_and_Sneezing', 'Sleepovers', 'Jim_Carrey', 'The_IRS']",Gall_Bladder,Hammer_and_Sickle,Screaming
Woody_Allen,Farms,Steven_Spielberg,"['dishonest', 'underhanded', 'shady']",Corrupt,Spit_and_Polish,"['Anne_Frank', 'Bananas', 'The_Electric_Chair', 'Spit_and_Polish', 'Steven_Spielberg', 'Farms', 'Woody_Allen']",The_Electric_Chair,Anne_Frank,Bananas
Earwigs,Skinned_Knees,Hotels_and_Motels,"['pleasant', 'kind']",Nice,Dolphins,"['The_Dixie_Chicks', 'Gummi_Bears', 'Mom_and_Apple_Pie', 'Dolphins', 'Hotels_and_Motels', 'Skinned_Knees', 'Earwigs']",Mom_and_Apple_Pie,The_Dixie_Chicks,Gummi_Bears
Carnival_Workers,Cockles_and_Mussels,Choir_Boys,"['false', 'artificial', 'imitation']",Phony,Brain_Surgeons,"['Mensa_High_IQ_Society', 'Going_On_A_Safari', 'Sloppy_Joes', 'Brain_Surgeons', 'Choir_Boys', 'Cockles_and_Mussels', 'Carnival_Workers']",Sloppy_Joes,Mensa_High_IQ_Society,Going_On_A_Safari
Science_Fiction,Drunk_Drivers,*NSYNC,"['showy', 'ornate', 'decorated']",Fancy,King_Arthur,"['Dog_Food', 'Pine_Trees', 'Strip_Malls', 'King_Arthur', '*NSYNC', 'Drunk_Drivers', 'Science_Fiction']",Strip_Malls,Dog_Food,Pine_Trees
South_Africa,Goats,Lemonade,"['dazzling', 'gleaming', 'intelligent']",Brilliant,Corned_Beef_and_Cabbage,"['Tarzan_and_Jane', 'Grass_Skirts', 'Barfing', 'Corned_Beef_and_Cabbage', 'Lemonade', 'Goats', 'South_Africa']",Barfing,Tarzan_and_Jane,Grass_Skirts
Heaven_and_Hell,Ballroom_Dancing,Niagara_Falls,"['distinctive', 'unique', 'original']",Special,Corn_On_The_Cob,"['Dinosaurs', 'Silk', 'Lightning', 'Corn_On_The_Cob', 'Niagara_Falls', 'Ballroom_Dancing', 'Heaven_and_Hell']",Lightning,Dinosaurs,Silk
Barbie_and_Ken,Sunshine,Discovering_America,"['gummy', 'rubbery', 'stringy']",Chewy,Blackouts,"['Infomercials', 'South_Africa', 'The_Williams_Sisters', 'Blackouts', 'Discovering_America', 'Sunshine', 'Barbie_and_Ken']",The_Williams_Sisters,Infomercials,South_Africa
Chutes_and_Ladders,Beer_and_Pretzels,Peacocks,"['exhausted', 'frayed', 'worn']",Frazzled,Ramona,"['Bangkok', 'Dennis_Rodman', 'Bad_Dreams', 'Ramona', 'Peacocks', 'Beer_and_Pretzels', 'Chutes_and_Ladders']",Bad_Dreams,Bangkok,Dennis_Rodman
The_Olympics,Nicholas_Cage,George_W._Bush,"['little', 'not', 'large']",Small,Tea_and_Crumpets,"['Oil_and_Vinegar', 'Cinco_de_Mayo', 'A_Cheap_Motel', 'Tea_and_Crumpets', 'George_W._Bush', 'Nicholas_Cage', 'The_Olympics']",A_Cheap_Motel,Oil_and_Vinegar,Cinco_de_Mayo
Electric_Eels,Barfing,Shrimp,"['wealthy', 'affluent', 'moneyed']",Rich,Rain,"['The_Birds_and_The_Bees', 'Farms', 'Going_On_A_Cruise', 'Rain', 'Shrimp', 'Barfing', 'Electric_Eels']",Going_On_A_Cruise,The_Birds_and_The_Bees,Farms
The_Birds_and_The_Bees,A_Dollar,"Waco,_Texas","['affectionate', 'tactile', 'huggy']",Touchy-Feely,Hand_Grenades,"['Sugar_and_Spice', 'Looney_Tunes', 'Elephants', 'Hand_Grenades', 'Waco,_Texas', 'A_Dollar', 'The_Birds_and_The_Bees']",Elephants,Sugar_and_Spice,Looney_Tunes
Celine_Dion,Pennies,The_French_Riviera,"['interesting', 'attractive']",Fascinating,Wheel_Of_Fortune,"['Quentin_Terantino', 'Mensa_High_IQ_Society', 'Tattoo_Parlors', 'Wheel_Of_Fortune', 'The_French_Riviera', 'Pennies', 'Celine_Dion']",Tattoo_Parlors,Quentin_Terantino,Mensa_High_IQ_Society
Salt_and_Pepper,Woody_Allen,Boxing,"['effortless', 'gentle', 'promiscuous']",Easy,Muffins,"['Spit_and_Polish', 'The_Young_and_The_Restless', 'Faith_Hill', 'Muffins', 'Boxing', 'Woody_Allen', 'Salt_and_Pepper']",Faith_Hill,Spit_and_Polish,The_Young_and_The_Restless
Arm_and_A_Leg,Kisses,My_Body,"['even', 'level', 'flat']",Smooth,School_Pictures,"['Noodles', 'Dustin_Hoffman', 'Paying_Bills', 'School_Pictures', 'My_Body', 'Kisses', 'Arm_and_A_Leg']",Paying_Bills,Noodles,Dustin_Hoffman
Judge_Judy,Tyra_Banks,Potato_Chips,"['very', 'good', 'outstanding']",Excellent,Lucille_Ball,"['Cesar_Chavez', 'Winnie_The_Pooh', 'Antony_and_Cleopatra', 'Lucille_Ball', 'Potato_Chips', 'Tyra_Banks', 'Judge_Judy']",Antony_and_Cleopatra,Cesar_Chavez,Winnie_The_Pooh
Bugs_Bunny,Abbot_and_Costello,Sloppy_Joes,"['stylish', 'trendy', 'fast']",Snappy,The_Far_Right,"['Flying_A_Kite', 'Backstreet_Boys', 'Cupcakes', 'The_Far_Right', 'Sloppy_Joes', 'Abbot_and_Costello', 'Bugs_Bunny']",Cupcakes,Flying_A_Kite,Backstreet_Boys
Robert_DeNiro,Oil_and_Vinegar,Psychiatrists,"['plentiful', 'ample', 'numerous']",Abundant,Clark_Gable,"['Dumbo', 'The_Moon', 'Rock_Candy', 'Clark_Gable', 'Psychiatrists', 'Oil_and_Vinegar', 'Robert_DeNiro']",Rock_Candy,Dumbo,The_Moon
Sloppy_Joes,Pennies,Spam,"['clumsy', 'bumbling', 'uncoordinated']",Awkward,Death_Valley,"['Chat_Rooms', 'Hills_and_Valleys', 'The_End_Of_The_World', 'Death_Valley', 'Spam', 'Pennies', 'Sloppy_Joes']",The_End_Of_The_World,Chat_Rooms,Hills_and_Valleys
Outer_Space,Salt_and_Pepper,The_Williams_Sisters,"['mean', 'harsh', 'merciless']",Cruel,The_New_York_Yankees,"['Carlos_Santana', 'Pinocchio', 'Sparklers', 'The_New_York_Yankees', 'The_Williams_Sisters', 'Salt_and_Pepper', 'Outer_Space']",Sparklers,Carlos_Santana,Pinocchio
Custer's_Last_Stand,Cattle_Ranch,The_Supreme_Court,"['pleasant', 'kind']",Nice,Orange_Juice,"['Manhattan', 'Niagara_Falls', 'Garages', 'Orange_Juice', 'The_Supreme_Court', 'Cattle_Ranch', ""Custer's_Last_Stand""]",Garages,Manhattan,Niagara_Falls
